Restaurant ID,Restaurant Name,Country Code,Avg. daily orders,City,Address,Locality,Locality Verbose, Longitude , Latitude ,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Percentage online orders,Desserts,CafÈ Flag,Alcohol,Price range,Q1,Q2,Q3,Q4,Aggregate,Votes
5663,Paramjeet Machi Wala,1,43,New Delhi,"WZ-1, Opposite Metro Station, Basai Darapur Road, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi", 77.14 , 28.66 ,"Seafood, North Indian",700,Indian Rupees(Rs.),No,No,,,,,2,3.4,3.3,3.3,4.4,3.6,99
18247005,Rajan Corner,1,29,New Delhi,"6/27, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi", 77.14 , 28.66 ,South Indian,400,Indian Rupees(Rs.),No,No,,,,,1,3.5,3.7,3.4,3.8,3.6,20
18449827,Amit Dhaba,1,30,New Delhi,"Shop 28, Sudama Market, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi", 77.14 , 28.66 ,Fast Food,200,Indian Rupees(Rs.),No,No,,,,,1,-0.3,-0.1,-0.1,0.5,0,0
18342574,Apni Rasoi,1,37,New Delhi,"Shop 5, DLF, Near Moti Nagar Metro Station, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi", 77.14 , 28.66 ,North Indian,500,Indian Rupees(Rs.),No,No,,,,,2,-0.3,-0.4,-0.5,1.2,0,0
18391689,Chap Corner,1,48,New Delhi,"A/158, Near Jhule Lal Temple, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi", -   , -   ,Street Food,250,Indian Rupees(Rs.),No,No,,,,,1,0,-0.5,0.1,0.4,0,0
304573,Chinese Corner,1,31,New Delhi,"19, Main Market, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi", 77.14 , 28.66 ,"Fast Food, Chinese",350,Indian Rupees(Rs.),No,No,,,,,1,-0.4,0.1,0.1,0.2,0,0
304586,Evergreen Punjabi Swad,1,25,New Delhi,"3/32, Near Fun Cinema, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi", 77.14 , 28.66 ,North Indian,200,Indian Rupees(Rs.),No,No,,,,,1,-0.5,-0.5,0,1,0,2
18449629,Giani,1,30,New Delhi,"Shop 5, DLF, Near Moti Nagar Metro Station, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi", 77.14 , 28.66 ,"Ice Cream, Desserts",400,Indian Rupees(Rs.),No,No,,1,,,1,-0.1,0.1,-0.1,0.1,0,0
18451179,Hot & Hot Shudhir Chinese Point,1,31,New Delhi,"5/8, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi", 77.14 , 28.66 ,"Chinese, Fast Food",300,Indian Rupees(Rs.),No,No,,,,,1,-0.2,-0.3,0,0.5,0,0
18451158,Hungerz Hub,1,29,New Delhi,"8/30, Sanatan Dharm Mandir, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi", 77.14 , 28.66 ,"Burger, Pizza, Fast Food",250,Indian Rupees(Rs.),No,No,,,,,1,-0.1,0,-0.3,0.4,0,0
18451166,Magic Mo:Mo Corner,1,36,New Delhi,"Shop 1/20, Sabji Market, Near Metro Station, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi", 77.14 , 28.66 ,"Chinese, Fast Food",250,Indian Rupees(Rs.),No,No,,,,,1,-0.1,-0.5,0.1,0.5,0,0
18238245,Malhotra's Zayeeka,1,47,New Delhi,"Shop 23, Sudama Market, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi", 77.14 , 28.66 ,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,,,,,2,-0.4,0.1,-0.2,0.5,0,1
308110,Moji Dhaba,1,34,New Delhi,"T 27, 28, 29, Super Market, Opposite Milan Cinema, New Moti Nagar, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi", 77.15 , 28.66 ,North Indian,400,Indian Rupees(Rs.),No,No,,,,,1,-0.5,0,-0.3,0.8,0,0
312213,Naughty 9 Kitchen & Bar,1,34,New Delhi,"31, DLF, Metro Pillar No. 314, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi", 77.14 , 28.66 ,"North Indian, Chinese",600,Indian Rupees(Rs.),No,No,,,,,2,0,0.1,0.1,-0.2,0,3
18410370,Street Chaat Chatoron Ka Adda,1,32,New Delhi,"B-183, New, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi", -   , -   ,Street Food,100,Indian Rupees(Rs.),No,No,,,,,1,-0.5,-0.2,0,0.7,0,0
18236975,Syall Kotian Da Dhaba,1,39,New Delhi,"A-201, New, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi", -   , -   ,North Indian,500,Indian Rupees(Rs.),No,No,,,,,2,0,-0.4,-0.1,0.5,0,0
18471517,Taaj Kitchen,1,28,New Delhi,"69/6-A, Najafgarh Road, Opposite Moments Mall, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi", -   , -   ,"Asian, North Indian, Mughlai",700,Indian Rupees(Rs.),Yes,No,,,,,2,0,0.1,-0.5,0.4,0,1
304469,Tirath Sweets,1,32,New Delhi,"Main Road, Main Market, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi", 77.14 , 28.66 ,Mithai,100,Indian Rupees(Rs.),No,No,,,,,1,-0.4,-0.5,-0.2,1.1,0,0
18451144,Tummyy Tull,1,45,New Delhi,"Main Market, Moti Nagar, New Delhi",Moti Nagar,"Moti Nagar, New Delhi", 77.14 , 28.66 ,Fast Food,200,Indian Rupees(Rs.),No,No,,,,,1,-0.3,0,-0.1,0.4,0,0
4084,34 Parkstreet Lane,1,32,New Delhi,"Shop 7, Mukherjee Tower, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,Fast Food,200,Indian Rupees(Rs.),No,No,,,,,1,2.8,2.4,2.8,3.6,2.9,4
310947,Bhikaram Bhujawala,1,26,New Delhi,"1995, Main Road, Near Nulife Hospital, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.70 ,Mithai,100,Indian Rupees(Rs.),No,No,,,,,1,2.5,2.5,2.5,4.5,3,5
310989,Chawla The Pastry Palace,1,27,New Delhi,"Ground Floor, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,Bakery,200,Indian Rupees(Rs.),No,No,,,,,1,2.6,3,2.6,3.4,2.9,5
18358295,Food Box,1,34,New Delhi,"House 70, Shop 2, Indra Vihar, Opposite International Girls Hostel, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.71 ,Fast Food,300,Indian Rupees(Rs.),No,No,,,,,1,3.1,2.5,2.8,3.6,3,4
18317756,Foody Box,1,24,New Delhi,"Shop 2, Indra Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.70 ,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,,,,,1,2.8,3,3.2,3.4,3.1,8
310936,Giani,1,28,New Delhi,"265, Main Road, Hakikat Nagar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.70 ,"Ice Cream, Desserts",300,Indian Rupees(Rs.),No,No,,1,,,1,2.6,2.7,3,4.1,3.1,9
308796,Green Chick Chop,1,28,New Delhi,"A-18, Plot 2, Young Chamber Commercial Complex, Behind Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,"Raw Meats, North Indian, Fast Food",350,Indian Rupees(Rs.),No,No,,,,,1,2.8,3.1,3.2,3.3,3.1,14
18460320,Heaven's Shawarma,1,43,New Delhi,"B12, Near Batra Cinema, Main Road, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", -   , -   ,Lebanese,200,Indian Rupees(Rs.),No,No,,,,,1,2.6,2.6,3.1,3.7,3,6
18241893,Hyderabad Spl. Chicken Biryani Point,1,44,New Delhi,"Batra Cinema Complex, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,Mughlai,350,Indian Rupees(Rs.),No,No,,,,,1,2.7,2.7,2.7,3.9,3,4
18363053,Keshar,1,34,New Delhi,"516, Parmanand Colony, Near Dusshera Ground, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.71 ,"North Indian, South Indian, Chinese",400,Indian Rupees(Rs.),No,No,,,,,1,2.7,2.9,2.9,3.5,3,4
310997,Madras Cafe,1,32,New Delhi,"Shop 4, 265 Main Road, Hakikat Nagar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.70 ,"South Indian, Chinese",450,Indian Rupees(Rs.),No,No,,,,,1,2.8,2.7,2.6,2.7,2.7,11
6629,Milan Chole Bhature,1,25,New Delhi,"1341, Near Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,Street Food,100,Indian Rupees(Rs.),No,No,,,,,1,2.9,2.6,3.2,3.7,3.1,12
302685,New Laxmi Sweets,1,42,New Delhi,"Opposite Batra Hospital, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.71 ,"South Indian, Chinese, Fast Food, Mithai",200,Indian Rupees(Rs.),No,No,,,,,1,2.3,2.3,2.3,4.3,2.8,11
18241860,Pasta Hub,1,33,New Delhi,"1341, Batra Complex, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,Fast Food,250,Indian Rupees(Rs.),No,No,,,,,1,2.7,3.1,2.6,4,3.1,7
2920,Patna Roll Center,1,23,New Delhi,"7, Mukherjee Tower, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,Fast Food,200,Indian Rupees(Rs.),No,No,,,,,1,2.6,2.8,2.6,4.4,3.1,10
18238281,Refuel,1,48,New Delhi,"Main Road, Indira Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.71 ,Beverages,150,Indian Rupees(Rs.),No,No,,,,,1,3.2,2.9,3.2,3.1,3.1,6
18204485,Saara Veg,1,39,New Delhi,"A-19, Commercial Complex, Behind Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,"North Indian, Chinese",400,Indian Rupees(Rs.),No,No,,,,,1,2.8,3,3,3.2,3,4
18126086,SGF - Spice Grill Flame,1,36,New Delhi,"Bhai Parmanand Colony, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.71 ,"North Indian, Chinese",500,Indian Rupees(Rs.),No,No,,,,,2,2.9,3,2.8,3.7,3.1,8
9031,Shivam Corner,1,45,New Delhi,"7, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.71 ,North Indian,100,Indian Rupees(Rs.),No,No,,,,,1,2.8,3.1,2.8,3.3,3,14
18254532,Swad Mubarak,1,47,New Delhi,"Opposite ICICI Bank, Main Road, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,North Indian,200,Indian Rupees(Rs.),No,No,,,,,1,2.5,2.5,2.8,4.2,3,11
18380219,The Little Fork,1,45,New Delhi,"1412, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,"Chinese, North Indian",700,Indian Rupees(Rs.),No,Yes,41%,,,,2,3,3,2.9,3.5,3.1,5
18258473,The Metro Fast Food,1,43,New Delhi,"Next to Signature View Apartments, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.71 ,Chinese,250,Indian Rupees(Rs.),No,Yes,56%,,,,1,2.4,2.3,2.1,3.6,2.6,6
303602,Tibet Kujing,1,38,New Delhi,"165, Block C, Ground Floor, Gandhi Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.71 ,"Chinese, Tibetan",400,Indian Rupees(Rs.),No,No,,,,,1,3,2.4,2.8,3.4,2.9,11
18396163,Yummy Adda,1,28,New Delhi,"1333, Near Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,No,,,,,1,3.2,3.2,3,4.6,3.5,14
18485962,Bawarchi's Canteen,1,42,New Delhi,"Sewa Kutir Complex, Banda Bahadur Marg, Hakikat Nagar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.70 ,North Indian,100,Indian Rupees(Rs.),No,No,,,,,1,0,-0.1,-0.3,0.4,0,0
18421485,Bikaner Restaurant,1,33,New Delhi,"Shop 264, Near Hakikat Nagar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.70 ,North Indian,100,Indian Rupees(Rs.),No,No,,,,,1,-0.4,-0.3,0.1,0.6,0,0
18363044,Bikaner Sweets Chaat cafe,1,42,New Delhi,"G 25, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,"Mithai, Street Food",100,Indian Rupees(Rs.),No,No,,,,,1,-0.4,-0.3,-0.5,1.2,0,0
18424171,Brijwasi,1,34,New Delhi,"Building 1A, Shop 2, Batra Cinema Complex, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,"North Indian, Chinese, South Indian",300,Indian Rupees(Rs.),No,No,,,,,1,0.1,0.1,-0.4,0.2,0,0
18363051,Chaap Chaska,1,44,New Delhi,"252/4, Parmanand Colony, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.71 ,"North Indian, Mughlai",400,Indian Rupees(Rs.),No,No,,,,,1,0.1,-0.1,0,0,0,1
18449788,Delhi Chaap Express,1,35,New Delhi,"Shop 16, Dhaka Mini Market, Parmanand Colony, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.71 ,North Indian,200,Indian Rupees(Rs.),No,No,,,,,1,-0.3,-0.1,-0.5,0.9,0,3
18466410,Delhi Chaat Bhandar,1,46,New Delhi,"Indira Vikas Colony, Near Nirankari School, Mukherjee Nagar,  New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.71 ,Street Food,50,Indian Rupees(Rs.),No,No,,,,,1,-0.3,0.1,-0.4,0.6,0,0
18107851,Delhite PÌ¢tisserie,1,39,New Delhi,"413, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,Bakery,300,Indian Rupees(Rs.),No,No,,,,,1,-0.3,0,-0.2,0.5,0,1
18466408,Desi Dhaba,1,23,New Delhi,"Indira Vikas Colony, Near Nirankari School, Indira Vikas Colony, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.71 ,North Indian,400,Indian Rupees(Rs.),No,No,,,,,1,0.1,-0.2,0.1,0,0,0
18466400,Desi Thaat Amritsari Naan,1,42,New Delhi,"14/1, Indira Vikas Colony, Near Nirankari School, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.71 ,North Indian,300,Indian Rupees(Rs.),No,No,,,,,1,-0.5,0.1,0,0.4,0,0
18361765,Dhaba Express,1,29,New Delhi,"Shop 10, DDA Market, A Block, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,North Indian,200,Indian Rupees(Rs.),No,No,,,,,1,0,-0.2,-0.5,0.7,0,0
18424169,Flavours Kitchen,1,41,New Delhi,"GF-1, A-12/13, Ansal Building, Commercial Complex, Near Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,"North Indian, Mughlai, Chinese",700,Indian Rupees(Rs.),No,No,,,,,2,-0.2,-0.4,-0.5,1.1,0,1
18449653,Food Campus,1,40,New Delhi,"Plot 2706, Main Road, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,North Indian,100,Indian Rupees(Rs.),No,No,,,,,1,-0.1,-0.1,0,0.2,0,0
18449786,Fresh Fast Food,1,29,New Delhi,"G-92, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,North Indian,100,Indian Rupees(Rs.),No,No,,,,,1,-0.5,0,0.1,0.4,0,0
18466675,Gungun Tiffin Services,1,27,New Delhi,"Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", -   , -   ,North Indian,200,Indian Rupees(Rs.),No,No,,,,,1,-0.3,-0.5,-0.3,1.1,0,0
18449647,Happy Italiano,1,34,New Delhi,"Near Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.71 ,Fast Food,300,Indian Rupees(Rs.),No,No,,,,,1,0,-0.3,-0.4,0.7,0,0
18361779,Haryana Bhojnalaya,1,40,New Delhi,"G 26, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,North Indian,100,Indian Rupees(Rs.),No,No,,,,,1,-0.4,0,0.1,0.3,0,0
18363048,Hasty Tasty,1,47,New Delhi,"Opposite Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.71 ,Chinese,200,Indian Rupees(Rs.),No,No,,,,,1,-0.4,0,-0.4,0.8,0,1
310954,Inam Muradabadi,1,29,New Delhi,"G-90, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,Mughlai,250,Indian Rupees(Rs.),No,No,,,,,1,-0.4,-0.3,-0.3,1,0,1
312413,Just In,1,28,New Delhi,"G-103, Vardhaman Mall, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,North Indian,200,Indian Rupees(Rs.),No,No,,,,,1,-0.3,-0.3,0,0.6,0,0
18361767,Jyoti Dhaba,1,26,New Delhi,"Opposite Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,North Indian,150,Indian Rupees(Rs.),No,No,,,,,1,-0.2,0,-0.2,0.4,0,0
18421473,Lasha Chinese Food,1,45,New Delhi,"Shop 69, Indra Vihar, Opposite Girls Hostel, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.71 ,Chinese,300,Indian Rupees(Rs.),No,No,,,,,1,-0.3,-0.4,-0.5,1.2,0,1
310995,Lasha Chinese Food,1,24,New Delhi,"Shop 228, Block B, Central Park, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,Chinese,250,Indian Rupees(Rs.),No,No,,,,,1,-0.3,0.1,-0.4,0.6,0,2
18421475,Lily Tasty Fast Food,1,48,New Delhi,"58, Indra Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.71 ,"North Eastern, North Indian, Chinese",150,Indian Rupees(Rs.),No,No,,,,,1,-0.1,-0.5,-0.4,1,0,1
18418268,Maa Vaishno Dinesh Dhaba,1,25,New Delhi,"B-5, Ansal Building, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,North Indian,100,Indian Rupees(Rs.),No,No,,,,,1,-0.4,-0.4,-0.2,1,0,1
18421459,Madras Cafe,1,45,New Delhi,"B4 Ansal Building, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,"South Indian, Chinese",200,Indian Rupees(Rs.),No,No,,,,,1,0,-0.5,0.1,0.4,0,0
18361771,NIK's Chicken Corner,1,30,New Delhi,"G 88, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,North Indian,300,Indian Rupees(Rs.),No,No,,,,,1,-0.3,-0.2,-0.2,0.7,0,0
18241864,Om Shanti Foods,1,44,New Delhi,"G-23, Vardhman Central Mall, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,North Indian,100,Indian Rupees(Rs.),No,No,,,,,1,-0.1,-0.5,-0.2,0.8,0,0
18449657,Panj Tara,1,36,New Delhi,"A-17, Behind Batra Cinema Complex, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,North Indian,500,Indian Rupees(Rs.),No,No,,,,,2,-0.2,-0.2,-0.1,0.5,0,0
18396177,Pasta Pizza & Roll Hut,1,25,New Delhi,"4/10, Indra Vikas Colony, Nirankari Bhavan, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.71 ,"Italian, Fast Food",350,Indian Rupees(Rs.),No,No,,,,,1,-0.3,0.1,-0.3,0.5,0,0
18449639,Pheva Tandooris,1,47,New Delhi,"Batra Complex, Near UCO Bank, Mukherjee Nagar",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,"North Indian, Chinese",300,Indian Rupees(Rs.),No,No,,,,,1,-0.5,-0.3,-0.2,1,0,0
18357954,Punjabi Delight,1,48,New Delhi,"863, Gandhi Nagar Road, Near Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,North Indian,300,Indian Rupees(Rs.),No,No,,,,,1,-0.3,-0.2,-0.4,0.9,0,0
310965,Punjabi Parantha Station and Punjabi Thali,1,46,New Delhi,"Behind Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,North Indian,150,Indian Rupees(Rs.),No,No,,,,,1,-0.2,-0.5,0.1,0.6,0,2
18418278,Punjabi Paratha Station,1,47,New Delhi,"Near ICICI Bank, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,North Indian,100,Indian Rupees(Rs.),No,No,,,,,1,0.1,0,-0.4,0.3,0,1
18449664,Raja Rasoi,1,44,New Delhi,"Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,North Indian,200,Indian Rupees(Rs.),No,No,,,,,1,-0.2,0,-0.2,0.4,0,0
18480435,Rollacious,1,38,New Delhi,"834, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", -   , -   ,Fast Food,100,Indian Rupees(Rs.),No,No,,,,,1,0,-0.5,-0.4,0.9,0,3
311009,Singh Chicken,1,29,New Delhi,"Opposite Batra Cinema, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,North Indian,500,Indian Rupees(Rs.),No,No,,,,,2,0.1,0.1,-0.5,0.3,0,3
310988,Special Tea Point,1,26,New Delhi,"Ground Floor, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,"Street Food, North Indian",50,Indian Rupees(Rs.),No,No,,,,,1,0,-0.3,-0.4,0.7,0,0
18421461,Spl. Flavour Sodas & Fruit shakes,1,30,New Delhi,"318, Bhai Parmanand Colony, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.71 ,Juices,100,Indian Rupees(Rs.),No,No,,,,,1,-0.1,-0.4,-0.5,1,0,0
310952,Student Corner,1,42,New Delhi,"G-94, Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,Fast Food,50,Indian Rupees(Rs.),No,No,,,,,1,0.1,-0.5,-0.4,0.8,0,0
18449667,Taneja Corner,1,30,New Delhi,"Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,North Indian,200,Indian Rupees(Rs.),No,No,,,,,1,-0.3,-0.4,0.1,0.6,0,0
18449661,Taste Zone,1,29,New Delhi,"Opposite Vardhman Central Mall, Nehru Vihar, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,North Indian,100,Indian Rupees(Rs.),No,No,,,,,1,-0.5,-0.3,-0.4,1.2,0,0
18449643,Tea Point,1,46,New Delhi,"Opposite Batra Cinema Complex, Mukherjee Nagar",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.21 , 28.71 ,"Beverages, Fast Food",150,Indian Rupees(Rs.),No,No,,,,,1,0.1,-0.5,0.1,0.3,0,0
300791,West Bangal Kolkata Hot Kathi Rolls,1,32,New Delhi,"Shop 6, Near Batra Cinema, Mukherjee Nagar, New Delhi",Mukherjee Nagar,"Mukherjee Nagar, New Delhi", 77.22 , 28.71 ,Fast Food,200,Indian Rupees(Rs.),No,No,,,,,1,-0.3,0.1,-0.3,0.5,0,1
300264,Asli Alam Muradabadi Biryani Centre,1,46,New Delhi,"208, Dr Kapoor Wali Gali, Munirka, New Delhi",Munirka,"Munirka, New Delhi", 77.17 , 28.56 ,Biryani,250,Indian Rupees(Rs.),No,No,,,,,1,2.4,2.7,2.7,3.4,2.8,22
18425751,Cafe Rasoi,1,41,New Delhi,"Shop 7&8, Rama Market, Munirka Village, Munirka, New Delhi",Munirka,"Munirka, New Delhi", 77.17 , 28.56 ,North Indian,350,Indian Rupees(Rs.),No,No,,,,,1,2.9,3,2.9,4,3.2,11
7388,Chinese Food,1,43,New Delhi,"92/G1, Ground Floor, Outer Ring Road, Pratap Market, Munirka, New Delhi",Munirka,"Munirka, New Delhi", 77.17 , 28.56 ,"Fast Food, Street Food, Chinese",250,Indian Rupees(Rs.),No,No,,,,,1,2.5,2.6,2.9,3.6,2.9,8
