Restaurant ID,Restaurant Name,Country Code,Avg. daily orders,City,Address,Locality,Locality Verbose, Longitude , Latitude ,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Percentage online orders,Desserts,CafÈ Flag,Alcohol,Price range,Q1,Q2,Q3,Q4,Aggregate,Votes
17284404,Austin's BBQ and Oyster Bar,216,44,Albany,"2820 Meredyth Dr, Albany, GA 31707",Albany,"Albany, Albany", (84.22), 31.61 ,"BBQ, Burger, Seafood",25,Dollar($),No,No,,1,,,2,3.1,2.8,3.4,3.9,3.3,35
17284203,BJ's Country Buffet,216,31,Albany,"2401 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany", (84.21), 31.61 ,"American, BBQ",10,Dollar($),No,No,,,,1,1,3,3,3.3,3.9,3.3,25
17284105,Cookie Shoppe,216,26,Albany,"115 N Jackson St, Albany, GA 31701",Albany,"Albany, Albany", (84.15), 31.58 ,,0,Dollar($),No,No,,1,,,1,3.3,3.1,3.1,4.1,3.4,34
17284302,El Vaquero Mexican Restaurant,216,33,Albany,"2700 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany", (84.22), 31.62 ,Mexican,0,Dollar($),No,No,,,,,1,3.2,3.3,3.3,3.8,3.4,45
17284397,Elements Coffee Co - Northwest,216,25,Albany,"2726 Ledo Rd Ste 10, Albany, GA 31707",Albany,"Albany, Albany", (84.21), 31.62 ,"Coffee and Tea, Sandwich",10,Dollar($),No,No,,,,,1,3.1,3.3,3,4.2,3.4,26
17284211,Pearly's Famous Country Cookng,216,37,Albany,"814 N Slappey Blvd, Albany, GA 31701",Albany,"Albany, Albany", (84.18), 31.59 ,,0,Dollar($),No,No,,,,,1,3,3.5,3.5,3.6,3.4,36
17284094,Chick-fil-A,216,28,Albany,"2703 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany", (84.22), 31.62 ,Fast Food,10,Dollar($),No,No,,,,,1,3,3.6,3.3,4.1,3.5,67
17284409,Guang Zhou Chinese Restaurant,216,31,Albany,"1214 N Westover Blvd, Albany, GA 31707",Albany,"Albany, Albany", (84.21), 31.62 ,"Asian, Chinese, Vegetarian",10,Dollar($),No,No,,,,,1,3.7,3.7,3.6,4.6,3.9,141
17284139,Harvest Moon,216,35,Albany,"2347 Dawson Road, Albany, GA 31707",Albany,"Albany, Albany", (84.21), 31.60 ,"Pizza, Bar Food, Sandwich",25,Dollar($),No,No,,,,1,2,3.6,3.6,3.8,3.8,3.7,147
17284403,Henry Campbell's Steakhouse,216,43,Albany,"629 N. Westover Blvd, Albany, GA 31707",Albany,"Albany, Albany", (84.22), 31.61 ,"Steak, Tapas, Bar Food",70,Dollar($),No,No,,,,,4,3,3.5,3.2,4.3,3.5,51
17284145,Hong Kong Cafe,216,27,Albany,"2700 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany", (84.22), 31.62 ,"Chinese, Seafood, Vegetarian",25,Dollar($),No,No,,,,,2,3.6,3.1,3.5,4.2,3.6,88
17284150,House of China Restaurant II,216,42,Albany,"2526 Dawson Rd Ste A, Albany, GA 31707",Albany,"Albany, Albany", (84.21), 31.61 ,Chinese,10,Dollar($),No,No,,,,,1,3.4,3.3,3.7,4.8,3.8,153
17284158,Jimmie's Hot Dogs,216,31,Albany,"204 S Jackson St, Albany, GA 31701",Albany,"Albany, Albany", (84.15), 31.58 ,,10,Dollar($),No,No,,,,,1,3.5,3.4,3.9,4.8,3.9,160
17284175,Locos Grill & Pub,216,23,Albany,"547 N Westover Blvd, Albany, GA 31707",Albany,"Albany, Albany", (84.22), 31.61 ,"American, Burger, Sandwich",25,Dollar($),No,No,,,,1,2,3,3.2,3.1,4.7,3.5,57
17284179,Longhorn Steakhouse,216,42,Albany,"2733 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany", (84.22), 31.62 ,"American, Steak",25,Dollar($),No,No,,,,1,2,3,3.6,3.5,3.9,3.5,58
17284197,Mikata Japanese Steakhouse,216,25,Albany,"2610 Dawson Rd, Albany, GA 31707",Albany,"Albany, Albany", (84.22), 31.61 ,"Japanese, Steak, Sushi",40,Dollar($),No,No,,1,,,3,3.5,3.3,3.2,4.4,3.6,115
17284241,Shogun Japanese Steak House,216,35,Albany,"629 N Westover Blvd, Albany, GA 31707",Albany,"Albany, Albany", (84.22), 31.61 ,"Japanese, Steak, Sushi",40,Dollar($),No,No,,,,,3,3.4,3.1,3.4,4.1,3.5,51
17284390,The Catch Seafood Room & Oyster Bar,216,34,Albany,"2332 Whispering Pines Road, Albany, GA 31707",Albany,"Albany, Albany", (84.21), 31.61 ,"Seafood, Tapas, Bar Food",40,Dollar($),No,No,,1,,,3,3.7,3.9,3.3,4.3,3.8,250
17284279,Villa Gargano,216,26,Albany,"1604 N Slappey Blvd, Albany, GA 31701",Albany,"Albany, Albany", (84.18), 31.60 ,"Italian, Pizza",10,Dollar($),No,No,,,,,1,3.4,3.6,3.7,4.1,3.7,117
17284364,3 Squares Diner,216,43,Albany,"202 W Franklin St, Sylvester, GA 31791",Sylvester,"Sylvester, Albany", (83.84), 31.53 ,"American, Breakfast, Diner",10,Dollar($),No,No,,,,1,1,3.5,3,2.9,4.2,3.4,20
16611114,Whitebull Hotel,14,24,Armidale,"117 Marsh St, Armidale, NSW",Armidale,"Armidale, Armidale", 151.67 , (30.51),"Bar Food, Steak",20,Dollar($),No,No,,,,,2,3.4,3.2,3,4.4,3.5,25
17293281,Last Resort Grill,216,42,Athens,"184 W Clayton St, Athens, GA 30601",Athens,"Athens, Athens", (83.38), 33.96 ,"American, Southern, Southwestern",40,Dollar($),No,No,,,,1,3,4.4,4.5,4.1,5,4.5,1821
17293301,Mama's Boy Restaurant,216,47,Athens,"197 Oak St, GA 30601",Athens,"Athens, Athens", (83.37), 33.95 ,Southern,10,Dollar($),No,No,,,,,1,4.5,4.6,4,4.9,4.5,849
17293409,Sr. Sol 1,216,43,Athens,"175 Tallassee Rd, Athens, GA 30606",Athens,"Athens, Athens", (83.43), 33.97 ,Mexican,10,Dollar($),No,No,,,,1,1,4.3,4.5,4.7,4.9,4.6,917
17293163,Choo Choo Eastside,216,41,Athens,"1055 Gaines School Rd Ste 100, Athens, GA 30605",Athens,"Athens, Athens", (83.34), 33.93 ,"Japanese, Korean",10,Dollar($),No,No,,,,,1,3.8,3.8,3.7,4.3,3.9,439
17293228,The Grill,216,37,Athens,"171 College Ave, Athens, GA 30601",Athens,"Athens, Athens", (83.38), 33.96 ,"Breakfast, Burger, Sandwich",10,Dollar($),No,No,,,,,1,3.5,3.5,3.3,4.5,3.7,289
17293880,Big City Bread Cafe,216,42,Athens,"393 N Finley St, Athens, GA 30601",Athens,"Athens, Athens", (83.38), 33.96 ,"Breakfast, Sandwich",10,Dollar($),No,No,,,,,1,4.4,4.4,3.8,4.6,4.3,558
17293169,Clocked,216,30,Athens,"259 W Washington St, Athens, GA 30601",Athens,"Athens, Athens", (83.38), 33.96 ,"American, Burger, Sandwich",10,Dollar($),No,No,,,,1,1,3.7,4.1,4.1,4.9,4.2,613
17293186,DePalma's Italian Cafe - Downtown,216,23,Athens,"401 E Broad St, Athens, GA 30601",Athens,"Athens, Athens", (83.37), 33.96 ,"American, Italian, Pizza",25,Dollar($),No,No,,1,,1,2,3.6,3.7,3.7,5,4,353
17293180,DePalma's Italian Cafe - East Side,216,45,Athens,"1965 Barnett Shoals Rd, Athens, GA 30605",Athens,"Athens, Athens", (83.34), 33.92 ,"American, Italian, Pizza",25,Dollar($),No,No,,1,,1,2,4.2,4.1,3.6,4.5,4.1,387
17293205,Five & Ten,216,47,Athens,"1073 South Milledge Ave, Athens, GA 30605",Athens,"Athens, Athens", (83.39), 33.94 ,American,40,Dollar($),No,No,,1,,1,3,4,4.2,4.7,4.3,4.3,755
17293229,Grit,216,47,Athens,"199 Prince Ave, Athens, GA 30601",Athens,"Athens, Athens", (83.38), 33.96 ,"International, Southern, Vegetarian",10,Dollar($),No,No,,,,,1,3.7,4,4.3,4.8,4.2,800
17293897,Ike & Jane,216,26,Athens,"1307 Prince Ave, Athens, GA 30606",Athens,"Athens, Athens", (83.40), 33.96 ,Sandwich,10,Dollar($),No,No,,,,,1,3.9,3.8,3.9,4.8,4.1,350
17293273,La Dolce Vita Ristorante,216,28,Athens,"323 E Broad St, Athens, GA 30601",Athens,"Athens, Athens", (83.41), 33.96 ,Italian,40,Dollar($),No,No,,,,,3,4,4.1,4.1,4.2,4.1,464
17293870,Shokitini,216,35,Athens,"251 W Clayton St, Athens, GA 30601",Athens,"Athens, Athens", (83.38), 33.96 ,"Asian, Japanese, Sushi",25,Dollar($),No,No,,,,,2,3.9,4.3,4,4.6,4.2,550
17293877,Taqueria Del Sol,216,45,Athens,"334 Prince Ave, Athens, GA 30601",Athens,"Athens, Athens", (83.38), 33.96 ,"Mexican, Spanish",10,Dollar($),No,No,,,,,1,3.8,4.2,4.1,4.3,4.1,543
17293890,The National,216,36,Athens,"232 W. Hancock Ave., Athens, GA 30601",Athens,"Athens, Athens", (83.38), 33.96 ,"International, Southern",40,Dollar($),No,No,,,,,3,4.2,4.1,3.9,4.2,4.1,465
17293915,The Royal Peasant,216,48,Athens,"1675 S. Lumpkin St., Athens, GA 30606",Athens,"Athens, Athens", (83.39), 33.94 ,Bar Food,10,Dollar($),No,No,,,,,1,4.4,4.4,4.4,4.4,4.4,546
17293422,Transmetropolitan,216,39,Athens,"145 E Clayton St, Athens, GA 30601",Athens,"Athens, Athens", (83.38), 33.96 ,"Italian, Pizza, Sandwich",10,Dollar($),No,No,,,,,1,3.9,4.3,4.4,5,4.4,1098
17293873,Trappeze Pub,216,47,Athens,"269 N Hull St, Athens, GA 30601",Athens,"Athens, Athens", (83.38), 33.96 ,"Burger, Bar Food",25,Dollar($),No,No,,1,,,2,3.9,4.3,4.1,4.5,4.2,579
17294014,Viva! Argentine Cuisine,216,30,Athens,"247 Prince Ave, Athens, GA 30601",Athens,"Athens, Athens", (83.38), 33.96 ,"Desserts, Latin American, Argentine",10,Dollar($),No,No,,1,,1,1,3.7,4.2,4,4.5,4.1,374
17294556,Miyabi Kyoto Japanese Steak House,216,48,Augusta,"1315 Augusta West Pkwy, Augusta, GA 30909",Augusta,"Augusta, Augusta", (82.09), 33.47 ,"Chinese, Steak",40,Dollar($),No,No,,,,,3,4.2,4.6,4.8,4.8,4.6,717
17294607,Rae's Coastal Cafe,216,44,Augusta,"3208 W Wimbledon Dr, Augusta, GA 30909",Augusta,"Augusta, Augusta", (82.07), 33.48 ,"American, Caribbean, Seafood",40,Dollar($),No,No,,,,1,3,4.9,5,4.9,4.8,4.9,548
17294279,The Bee's Knees,216,35,Augusta,"211 10th Street, Augusta, GA 30901",Augusta,"Augusta, Augusta", (81.97), 33.48 ,"International, Tapas, Vegetarian",25,Dollar($),No,No,,,,,2,4.6,4.6,4.2,4.6,4.5,631
17294300,Boll Weevil Cafe,216,45,Augusta,"10 9th St, Augusta, GA 30901",Augusta,"Augusta, Augusta", (81.97), 33.47 ,"Desserts, Sandwich, Southern",10,Dollar($),No,No,,1,,,1,3.7,3.6,4,4.3,3.9,372
17295215,Farmhaus Burger,216,45,Augusta,"1204 Broad St, Augusta, GA 30901",Augusta,"Augusta, Augusta", (81.97), 33.48 ,"American, Burger",25,Dollar($),No,No,,,,1,2,3.8,4,3.9,3.9,3.9,201
17295028,Manuel's Bread Cafe,216,35,Augusta,"505 Railroad Ave, North Augusta, GA 29841",Augusta,"Augusta, Augusta", (81.97), 33.48 ,"Breakfast, French",40,Dollar($),No,No,,,,,3,3.3,3.6,3.7,4.6,3.8,332
17294642,Sconyers Bar B Que,216,30,Augusta,"2250 Sconyers Way, Augusta, GA 30906",Augusta,"Augusta, Augusta", (82.03), 33.41 ,BBQ,25,Dollar($),No,No,,,,,2,3.6,3.5,3.4,3.5,3.5,304
17295109,Frog Hollow Tavern,216,28,Augusta,"1282 broad street, Augusta, GA 30901",Augusta,"Augusta, Augusta", (81.97), 33.48 ,American,40,Dollar($),No,No,,,,1,3,4.3,4.1,4.1,4.7,4.3,368
17294441,Giuseppe's Pizza & Italian Specialities,216,40,Augusta,"3690 Wheeler Rd, Augusta, GA 30909",Augusta,"Augusta, Augusta", (82.10), 33.48 ,"Desserts, Italian, Pizza",25,Dollar($),No,No,,1,,,2,3.9,4,3.6,4.9,4.1,430
17294552,Mellow Mushroom,216,32,Augusta,"1167 Broad St, Augusta, GA 30901",Augusta,"Augusta, Augusta", (81.97), 33.48 ,"Italian, Pizza, Sandwich",25,Dollar($),No,No,,,,,2,4,4.5,4.2,4.9,4.4,433
17294565,Nacho Mamas Burritos,216,39,Augusta,"976 Broad St, Augusta, GA 30901",Augusta,"Augusta, Augusta", (81.97), 33.48 ,Mexican,10,Dollar($),No,No,,,,,1,4.3,3.8,3.5,4.4,4,380
17294623,Rhinehart's Oyster Bar,216,42,Augusta,"3051 Washington Rd, Augusta, GA 30907",Augusta,"Augusta, Augusta", (82.05), 33.51 ,"Bar Food, Sandwich, Seafood",25,Dollar($),No,No,,,,,2,3.8,4.1,3.7,4.4,4,456
17294712,Takosushi,216,24,Augusta,"437 Highland Ave, Augusta, GA 30909",Augusta,"Augusta, Augusta", (82.03), 33.48 ,"Mexican, Southwestern, Sushi",40,Dollar($),No,No,,1,,,3,4.3,3.9,3.7,4.9,4.2,647
17295033,The Chop House,216,24,Augusta,"Augusta Mall, Augusta, GA 30909",Augusta,"Augusta, Augusta", (82.08), 33.47 ,Steak,40,Dollar($),No,No,,,,,3,3.8,4,3.5,4.7,4,360
17295069,The Taj of India,216,25,Augusta,"502 Furys Ferry Rd, Augusta, GA 30907",Augusta,"Augusta, Augusta", (82.08), 33.54 ,Indian,25,Dollar($),No,No,,,,,2,3.6,4,3.6,4.8,4,227
17294261,Augsburg Haus,216,31,Augusta,"4460 Washington Road, Evans, GA 30809",Evans,"Evans, Augusta", (82.14), 33.54 ,German,25,Dollar($),No,No,,,,,2,3.7,3.6,3.9,4.4,3.9,290
17295115,Pho Bac,216,29,Augusta,"4300 Towne Centre, Evans, GA 30809",Evans,"Evans, Augusta", (82.13), 33.53 ,Vietnamese,10,Dollar($),No,No,,,,,1,4.1,4,3.8,4.5,4.1,270
17294836,Rhinehart's Oyster Bar,216,32,Augusta,"303 North Bel Air Rd, Evans, GA 30809",Evans,"Evans, Augusta", (82.14), 33.52 ,"Burger, Seafood",25,Dollar($),No,No,,,,,2,3.6,4.1,3.8,4.5,4,326
17294850,Thai Kitchen,216,26,Augusta,"4357 Washington Road, Evans, GA 30809",Evans,"Evans, Augusta", (82.13), 33.54 ,Thai,35,Dollar($),No,No,,1,,,3,4.2,3.9,4.3,4.8,4.3,317
17294883,El Kiosco Mexican Restaurant,216,44,Augusta,"5174 Wrightsboro Rd, Grovetown, GA 30813",Grovetown,"Grovetown, Augusta", (82.20), 33.46 ,Mexican,10,Dollar($),No,No,,,,,1,3.8,4.2,3.8,5,4.2,300
16608864,Taste of Balingup,14,34,Balingup,"63 South Western Hwy, Balingup, WA",Balingup,"Balingup, Balingup", 115.98 , (33.78),Modern Australian,20,Dollar($),No,No,,,,,2,3.3,3.1,3.3,3.1,3.2,21
16604911,Bridge Road Brewers,14,42,Beechworth,"Old Coach House 50 Ford St, Beechworth, Beechworth, VIC",Beechworth,"Beechworth, Beechworth", 146.69 , (36.36),"Pizza, Bar Food",20,Dollar($),No,No,,,,,2,4.4,4.8,4.5,4.7,4.6,237
17303465,Bardenay,216,27,Boise,"610 W Grove St, Boise, ID 83702",Boise,"Boise, Boise", (116.20), 43.61 ,"American, Bar Food",25,Dollar($),No,No,,,,1,2,4.6,4.4,4.4,4.6,4.5,879
17303642,Flatbread Neapolitan Pizzeria,216,43,Boise,"800 W Main Suite 230, Boise, ID 83702",Boise,"Boise, Boise", (116.20), 43.62 ,"Italian, Pizza",25,Dollar($),No,No,,,,,2,4.5,4.3,4.7,4.9,4.6,615
17303670,Goldy's Breakfast Bistro,216,36,Boise,"108 S Capitol Blvd, Boise, ID 83702",Boise,"Boise, Boise", (116.20), 43.61 ,"Breakfast, Sandwich",25,Dollar($),No,No,,,,,2,4.6,4.5,4.6,4.3,4.5,879
17303545,Chandlers Steakhouse,216,26,Boise,"981 W Grove St, Boise, ID 83702",Boise,"Boise, Boise", (116.21), 43.62 ,"American, Seafood, Steak",70,Dollar($),No,No,,,,1,4,4,3.7,3.8,4.1,3.9,379
17303655,Bar Gernika Basque Pub & Eatery,216,36,Boise,"202 S Capitol Blvd, Boise, ID 83702",Boise,"Boise, Boise", (116.20), 43.61 ,"European, Spanish",10,Dollar($),No,No,,,,,1,4,4.1,4.2,4.9,4.3,303
17304691,Barbacoa Restaurant,216,29,Boise,"276 Bobwhite Ct, Boise, ID 83706",Boise,"Boise, Boise", (116.19), 43.60 ,"Latin American, Steak",70,Dollar($),No,No,,,,1,4,3.9,3.8,3.9,4.8,4.1,538
17303478,Big Jud's,216,24,Boise,"1289 Protest Rd, Boise, ID 83706",Boise,"Boise, Boise", (116.21), 43.59 ,"American, Burger, Sandwich",10,Dollar($),No,No,,,,1,1,4.1,4.3,4.1,4.3,4.2,334
17303480,Bittercreek Ale House,216,23,Boise,"246 N 8th St, Boise, ID 83702",Boise,"Boise, Boise", (116.20), 43.62 ,"American, Bar Food",25,Dollar($),No,No,,1,,1,2,4.2,4.4,3.8,4.8,4.3,555
17304733,Boise Fry Company,216,44,Boise,"204 N Capitol Blvd, Boise, ID 83702",Boise,"Boise, Boise", (116.19), 43.61 ,"American, Burger",10,Dollar($),No,No,,,,1,1,4.1,4.1,4.4,5,4.4,823
17303646,Flying Pie Pizzaria,216,32,Boise,"6508 W Fairview Ave, Boise, ID 83704",Boise,"Boise, Boise", (116.26), 43.62 ,Pizza,25,Dollar($),No,No,,1,,,2,3.9,4.2,4,4.3,4.1,550
17304929,Fork,216,44,Boise,"199 N 8th St, Boise, ID 83702",Boise,"Boise, Boise", (116.20), 43.62 ,"American, Burger",25,Dollar($),No,No,,,,1,2,4.3,4.3,4.2,4.8,4.4,650
17303684,Guido's Original New York Style Pizza,216,35,Boise,"235 N 5th St, Boise, ID 83702",Boise,"Boise, Boise", (116.20), 43.62 ,Pizza,10,Dollar($),No,No,,,,,1,4.2,4.3,4,4.7,4.3,410
17303772,Los Beto's,216,25,Boise,"5220 W Fairview Ave, Boise, ID 83706",Boise,"Boise, Boise", (116.25), 43.62 ,Mexican,10,Dollar($),No,No,,,,,1,4.3,4.5,4.2,4.6,4.4,660
17305123,Lucianos Italian Restaurant,216,24,Boise,"11 N Orchard St, Boise, ID 83706",Boise,"Boise, Boise", (116.25), 43.61 ,"Italian, Seafood, Vegetarian",25,Dollar($),No,No,,,,,2,4,4.8,4.2,4.6,4.4,360
17303787,Mai Thai Restaurant,216,39,Boise,"750 W Idaho St, Boise, ID 83702",Boise,"Boise, Boise", (116.20), 43.62 ,"Sushi, Thai",40,Dollar($),No,No,,,,,3,3.9,3.7,3.5,4.9,4,340
17303990,Shige Japanese Cuisine,216,33,Boise,"100 N 8th St, Boise, ID 83702",Boise,"Boise, Boise", (116.20), 43.62 ,"Japanese, Sushi, Teriyaki",25,Dollar($),No,No,,,,,2,4.3,3.7,3.6,4.8,4.1,393
17304741,The Egg Factory,216,38,Boise,"8061 W Fairview Ave, Boise, ID 83704",Boise,"Boise, Boise", (116.28), 43.62 ,Breakfast,10,Dollar($),No,No,,,,,1,4.1,4.2,4,4.9,4.3,422
17304726,Tucanos,216,42,Boise,"1388 S Entertainment Ave, Boise, ID 83709",Boise,"Boise, Boise", (116.28), 43.59 ,Brazilian,40,Dollar($),No,No,,,,,3,3.5,3.7,3.8,5,4,435
17304486,Texas Roadhouse,216,33,Boise,"3801 E Fairview Avenue, Meridian, Boise, ID 83642",Meridian,"Meridian, Boise", (116.35), 43.62 ,"American, BBQ, Steak",25,Dollar($),No,No,,,,1,2,3.8,3.5,4.1,4.6,4,369
17304533,Brick 29,216,35,Boise,"320 11th Avenue S, Nampa, ID 83651",Nampa,"Nampa, Boise", (116.56), 43.58 ,American,40,Dollar($),No,No,,,,1,3,4.1,4.3,4.6,4.6,4.4,487
17316233,Winifreds,216,23,Cedar Rapids/Iowa City,"3847 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City", (91.63), 42.02 ,"American, Mediterranean, Seafood",40,Dollar($),No,No,,1,,1,3,3.8,3.2,3.6,4.2,3.7,98
17315883,Biaggi's Ristorante Italiano,216,32,Cedar Rapids/Iowa City,"320 Collins Rd NE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City", (91.63), 42.03 ,"Italian, Pizza",40,Dollar($),No,No,,1,,,3,4.2,3.6,4,4.6,4.1,365
17315995,El Super Burrito,216,47,Cedar Rapids/Iowa City,"3300 Johnson Ave NW, Cedar Rapids, IA 52405",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City", (91.71), 41.97 ,Mexican,10,Dollar($),No,No,,1,,,1,4.2,4,3.7,4.5,4.1,190
17316018,Granite City Food & Brewery,216,39,Cedar Rapids/Iowa City,"4755 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City", (91.62), 42.02 ,"American, Breakfast, Burger",40,Dollar($),No,No,,,,1,3,3.6,4.2,4.1,4.5,4.1,429
17316038,Irish Democrat,216,44,Cedar Rapids/Iowa City,"3207 1st Ave SE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City", (91.63), 42.01 ,"American, BBQ, Burger",25,Dollar($),No,No,,,,1,2,4.4,4.4,4.4,4.4,4.4,430
17316771,Taste of India,216,23,Cedar Rapids/Iowa City,"1060 Old Marion Rd NE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City", (91.65), 42.02 ,Indian,25,Dollar($),No,No,,,,,2,4.3,3.8,3.8,4.9,4.2,186
17316201,Thai Moon Restaurant,216,34,Cedar Rapids/Iowa City,"4362 16th Ave SW, Cedar Rapids, IA 52404",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City", (91.73), 41.96 ,"Chinese, Sushi, Thai",10,Dollar($),No,No,,,,,1,3.9,3.9,4.3,4.7,4.2,220
17316208,Ting's Red Lantern,216,38,Cedar Rapids/Iowa City,"540 Boyson Rd NE, Cedar Rapids, IA 52402",Cedar Rapids,"Cedar Rapids, Cedar Rapids/Iowa City", (91.64), 42.05 ,Chinese,10,Dollar($),No,No,,,,,1,4.3,4.3,3.9,4.3,4.2,347
17316389,Monica's,216,35,Cedar Rapids/Iowa City,"303 2nd Street, Coralville, IA 52241",Coralville,"Coralville, Cedar Rapids/Iowa City", (91.57), 41.67 ,"American, Italian, Pizza",25,Dollar($),No,No,,,,1,2,3.6,3.5,3.9,4.2,3.8,161
17316278,Exotic India,216,35,Cedar Rapids/Iowa City,"102 2nd Ave, Coralville, IA 52241",Coralville,"Coralville, Cedar Rapids/Iowa City", (91.57), 41.67 ,Indian,25,Dollar($),No,No,,,,,2,4.3,3.6,3.8,4.7,4.1,160
17316744,Shorts Burger and Shine,216,38,Cedar Rapids/Iowa City,"18 S Clinton St, Iowa City, IA 52240",Iowa City,"Iowa City, Cedar Rapids/Iowa City", (91.53), 41.66 ,Burger,10,Dollar($),No,No,,,,,1,5,4.8,4.9,4.9,4.9,820
17316751,The Hamburg Inn No. 2 Inc.,216,40,Cedar Rapids/Iowa City,"214 N Linn St, Iowa City, IA 52245",Iowa City,"Iowa City, Cedar Rapids/Iowa City", (91.53), 41.66 ,"American, Breakfast, Burger",10,Dollar($),No,No,,,,1,1,4.2,4.6,4.2,5,4.5,488
17316766,Bluebird Diner,216,33,Cedar Rapids/Iowa City,"330 E Market St, Iowa City, IA 52245",Iowa City,"Iowa City, Cedar Rapids/Iowa City", (91.53), 41.66 ,"Breakfast, Diner",25,Dollar($),No,No,,1,,,2,3.6,3.6,3.7,3.5,3.6,253
17316743,Graze,216,36,Cedar Rapids/Iowa City,"115 East College St, Iowa City, IA 52240",Iowa City,"Iowa City, Cedar Rapids/Iowa City", (91.53), 41.66 ,"American, International, Sushi",40,Dollar($),No,No,,1,,1,3,3.6,3.4,3.6,4.6,3.8,220
17316374,A & A Pagliai's Pizza,216,48,Cedar Rapids/Iowa City,"302 E Bloomington St, Iowa City, IA 52245",Iowa City,"Iowa City, Cedar Rapids/Iowa City", (91.53), 41.66 ,Pizza,25,Dollar($),No,No,,,,,2,4.1,4.3,4,4.8,4.3,485
17316381,Atlas World Grill,216,30,Cedar Rapids/Iowa City,"127 Iowa Ave, Iowa City, IA 52240",Iowa City,"Iowa City, Cedar Rapids/Iowa City", (91.53), 41.66 ,International,40,Dollar($),No,No,,,,,3,4.3,4.3,4.1,4.5,4.3,428
17316802,BlackStone,216,44,Cedar Rapids/Iowa City,"503 Westbury Dr Ste 1, Iowa City, IA 52245",Iowa City,"Iowa City, Cedar Rapids/Iowa City", (91.48), 41.67 ,"American, Breakfast",25,Dollar($),No,No,,,,1,2,3.7,3.9,3.8,5,4.1,294
17316416,Devotay,216,48,Cedar Rapids/Iowa City,"117 N Linn St, Iowa City, IA 52245",Iowa City,"Iowa City, Cedar Rapids/Iowa City", (91.53), 41.66 ,"Mediterranean, Tapas, Vegetarian",40,Dollar($),No,No,,,,,3,4.1,4,3.9,4,4,380
17316449,Jimmy Jack's Rib Shack,216,33,Cedar Rapids/Iowa City,"1940 Lower Muscatine Rd, Iowa City, IA 52240",Iowa City,"Iowa City, Cedar Rapids/Iowa City", (91.51), 41.64 ,BBQ,25,Dollar($),No,No,,,,,2,4.2,4,4,4.6,4.2,259
17316603,Zoeys Pizzeria,216,47,Cedar Rapids/Iowa City,"690 10th St, Marion, IA 52302",Marion,"Marion, Cedar Rapids/Iowa City", (91.60), 42.03 ,"Pizza, Sandwich",25,Dollar($),No,No,,,,,2,4.2,5,4.6,5,4.7,433
16659169,Tokyo Sushi,37,26,Chatham-Kent,"150 Richmond St, Chatham-Kent, ON N7M2V2",Chatham-Kent,"Chatham-Kent, Chatham-Kent", (82.19), 42.40 ,"Japanese, Sushi",25,Dollar($),No,No,,,,,2,3.3,3.7,3.4,4.4,3.7,176
17558684,Berry Patch Restaurant,216,34,Clatskanie,"49289 Us-30, Westport, OR 97016",Clatskanie,"Clatskanie, Clatskanie", (123.37), 46.13 ,"American, Breakfast, Desserts",10,Dollar($),No,No,,1,,1,1,3.8,4.2,4.4,4.8,4.3,96
18366580,Sakura Sushi & Grill,216,42,Cochrane,"130 Quarry Street, Unit 20, Cochrane, AB T4C 0W5",Cochrane,"Cochrane, Cochrane", (114.47), 51.18 ,"Asian, Japanese",25,Dollar($),No,No,,,,,2,2.8,3.2,3.1,3.3,3.1,6
17330755,Uptown Vietnam cuisine,216,30,Columbus,"1250 Broadway, Columbus, GA 31901",Columbus,"Columbus, Columbus", (84.99), 32.47 ,"Asian, Vietnamese",10,Dollar($),No,No,,,,,1,2.8,3.4,2.9,4.1,3.3,33
17330611,Cafe Le Rue @ The Landings,216,31,Columbus,"2523 Airport Thruway, Columbus, GA 31904",Columbus,"Columbus, Columbus", (84.96), 32.52 ,"American, Seafood, Cajun",25,Dollar($),No,No,,1,,1,2,4.4,4.6,4.8,4.6,4.6,489
17330609,Mark's City Grille,216,29,Columbus,"7160 moon road, Columbus, GA 31909",Columbus,"Columbus, Columbus", (84.93), 32.56 ,American,25,Dollar($),No,No,,,,1,2,4,4.5,4.6,4.9,4.5,345
